Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
6807,Cafe #22hours,1,Gurgaon,"W Pratiksha hospital, Golf Course Extension Road, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",0,0,"North Indian, South Indian, Chinese, Healthy Food, Bakery",350,Indian Rupees(Rs.),No,No,1,0,0
6808,Zaika Restaurant,1,New Delhi,"B-83, Ganesh Nagar Complex, Pandav Nagar, New Delhi",Pandav Nagar,"Pandav Nagar, New Delhi",77.280266,28.6193685,"Mughlai, North Indian",350,Indian Rupees(Rs.),No,No,1,0,0
6809,The Chimney Bar-Be-Que,1,New Delhi,"Shop 17, C Block Market, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",0,0,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,2,3.6,26
6810,Kukkuu Da Dhaba,1,New Delhi,"Shop 90A, Road 4, Gali 7, Near Anand Lok Inn, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",0,0,North Indian,400,Indian Rupees(Rs.),No,No,1,0,3
6811,Green Chick Chop,1,New Delhi,"E 6/75, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2093418,28.5341236,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,1,3.5,52
6812,Evergreen Food Point,1,Noida,"Krishna Apra Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5111958,28.4708978,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,1,0,2
6813,Grand Eatery,1,Noida,"B Block Market, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3707194,28.6191953,"North Indian, Chinese, Mughlai, Fast Food",600,Indian Rupees(Rs.),No,Yes,2,2.4,49
6814,Pinch Of China,1,New Delhi,"C-2, Shop 2, Panchsheel Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.218629,28.534403,Chinese,400,Indian Rupees(Rs.),No,No,1,3.2,14
6815,Veda,1,New Delhi,"H-27, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2181061,28.6352172,"North Indian, Mughlai",1600,Indian Rupees(Rs.),Yes,Yes,3,3.9,1087
6816,Giani,1,New Delhi,"GU- 3A, SG Century Plaza, DDA Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.14529034,28.7147518,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,1,2.9,6
6817,McDonald's,1,Noida,"A-79A, Savoy Suite, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.3157052,28.5801391,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,2,3.7,135
6818,Nutri Lunch,1,New Delhi,"B-422, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.2921201,28.532939,North Indian,200,Indian Rupees(Rs.),No,No,1,0,0
6819,Bhukkhar,1,New Delhi,"T -7A, Opposite 90/14-A, Khirki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.214436,28.5344871,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,Yes,2,3.9,100
6820,ODT,1,New Delhi,"G-24, 1st Floor, South Extension 1, New Delhi",South Extension 1,"South Extension 1, New Delhi",77.2205016,28.5691333,"Continental, North Indian, Italian",800,Indian Rupees(Rs.),Yes,No,2,3.3,12
6821,Delhi Chaat Bhandar,1,New Delhi,"Indira Vikas Colony, Near Nirankari School, Mukherjee Nagar,  New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2087734,28.7130677,Street Food,50,Indian Rupees(Rs.),No,No,1,0,0
6822,Delhi Lazeez,1,New Delhi,"East of Kailash, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.2475006,28.5543714,North Indian,500,Indian Rupees(Rs.),No,Yes,2,0,2
6823,Get Lost in Flavours,1,New Delhi,"Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19224811,28.56174605,"North Indian, Chinese",650,Indian Rupees(Rs.),No,Yes,2,2.6,70
6824,BMG - All Day Dining,1,Dehradun,"140 A, Rajpur Road, Jakhan, Dehradun",Jakhan,"Jakhan, Dehradun",78.06888981,30.36268594,"Chinese, North Indian, Fast Food",0,Indian Rupees(Rs.),No,No,1,4.3,63
6825,Lalu Kababe,1,New Delhi,"Opposite Gate 1, Jama Masjid, New Delhi",Jama Masjid,"Jama Masjid, New Delhi",77.2339276,28.6497621,Mughlai,200,Indian Rupees(Rs.),No,No,1,3.2,13
6826,Puskar Raj Momos & Chinese Corner,1,Gurgaon,"HUDA Market, Near SBI ATM, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.0992973,28.4252326,Chinese,200,Indian Rupees(Rs.),No,No,1,3,4
6827,Subway,1,New Delhi,"1/3, E Block, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2095102,28.534046,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,2,2.8,183
6828,Southy,1,New Delhi,"15, Koushalya Park, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2056973,28.5500479,South Indian,450,Indian Rupees(Rs.),No,Yes,1,3.1,175
6829,Curry N' Tandoor,1,Gurgaon,"Shop 41, Huda Market, Sector 46, Near Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",77.0598166,28.4345074,"Mughlai, North Indian",500,Indian Rupees(Rs.),No,No,2,3.2,18
6830,Embassy,1,New Delhi,"11-D, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2210029,28.6336789,"North Indian, Continental, European",2000,Indian Rupees(Rs.),Yes,Yes,4,3.5,706
6831,Madira,1,New Delhi,"289, 2nd Floor, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1689183,28.588887,"Cafe, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,2,3.6,67
6832,Goldy's Breakfast Bistro,216,Boise,"108 S Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise",-116.2023,43.6149,"Breakfast, Sandwich",25,Dollar($),No,No,2,4.5,879
6833,Green Chick Chop,1,New Delhi,"4/5, H Block Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.2918036,28.5351351,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,1,3.3,14
6834,Evergreen Sweets & Restaurant,1,Faridabad,"SCF 147, hUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",77.3106046,28.4803991,"North Indian, South Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,1,0,2
6835,Mocha,1,Guwahati,"Anil Plaza 2, G.S Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti","Anil Plaza, Christian Basti, Guwahati",91.773932,26.16149,"Cafe, Italian",800,Indian Rupees(Rs.),No,No,3,4.6,394
6836,The Punjab Kitchen,1,Gurgaon,"A-704, Grand Arc, Golf Course Extension Road, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.112886,28.413665,North Indian,350,Indian Rupees(Rs.),No,Yes,1,3.9,37
6837,Aromas of Pind,1,New Delhi,"A-38, Mohan Cooperative Estate, Near Sarita Vihar Metro Station, Opposite Metro Pillar 302, Mathura Road, New Delhi",Mathura Road,"Mathura Road, New Delhi",77.29338784,28.52175981,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,Yes,3,4.2,278
6838,Cold Rock Cafe,1,Noida,"Shop 28, Amarpali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.381327,28.5663929,"Fast Food, Italian, Desserts, Beverages",350,Indian Rupees(Rs.),No,No,1,3.3,12
6839,Butter Boutique,191,Colombo,"34, 27th Lane, Kollupitiya, Colombo 03","Kollupitiya, Colombo 03","Kollupitiya, Colombo 03, Colombo",79.856148,6.90686,"Desserts, Bakery",1000,Sri Lankan Rupee(LKR),No,No,2,4.2,49
6840,Kaloreez,1,Vizag,"Plot 95, Opposite St. Lukes Nursing School, Daspalla Hills, Siripuram, Vizag",Siripuram,"Siripuram, Vizag",0,0,"Cafe, North Indian, Chinese",400,Indian Rupees(Rs.),No,No,2,3.7,85
6841,Maakhansingh,1,New Delhi,"Zing Food Court, 2nd Floor, Spark Mall, Kamla Nagar, New Delhi","Spark Mall, Kamla Nagar","Spark Mall, Kamla Nagar, New Delhi",77.20388161,28.68096059,North Indian,400,Indian Rupees(Rs.),No,Yes,1,2.9,18
6842,Biryani Express,1,Gurgaon,"Shop 3, Mehar Chand Complex, Wazirabad Market, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.0893173,28.4316128,Biryani,300,Indian Rupees(Rs.),No,No,1,0,1
6843,Kayasthas Food Junction,1,New Delhi,"RZ-46 C/5, Gali 1, Gandhi Market, Main Sagarpur, New Delhi",Palam,"Palam, New Delhi",77.10199412,28.60761477,"Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,1,0,1
6844,Mother Ringlet,1,Gurgaon,"Shop 211, Huda Market, Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.0509743,28.4535417,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,1,2.5,52
6845,Bikanervala,1,New Delhi,"28, NWA Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.1215605,28.66660385,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Mithai",550,Indian Rupees(Rs.),No,Yes,2,3.2,129
6846,Romano's Pizza,1,New Delhi,"81A, Pocket A-2, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3371065,28.61364897,Pizza,300,Indian Rupees(Rs.),No,No,1,0,0
6847,Gulati Food Corner,1,New Delhi,"954, Arjun Nagar, Kotla Mubarakpur, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2260104,28.5731519,Chinese,150,Indian Rupees(Rs.),No,No,1,0,2
6848,Hunter's Pub,216,Columbus,"11269 GA Hwy 219, Hamilton, GA 31811",Hamilton,"Hamilton, Columbus",-85.0213,32.7455,"American, Seafood, Steak",40,Dollar($),No,No,3,4.4,235
6849,Madras Cafe,1,New Delhi,"B4 Ansal Building, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2157015,28.7105709,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,1,0,0
6850,Baker's Stop,1,New Delhi,"A-353, Near Malwa Taxi Stand Crossing, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1887297,28.7003953,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,No,1,3.8,170
6851,Swag Sadda Desi,1,Noida,"Amrapali Zodiac Market, Sector 120, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3992328,28.5851413,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,1,3.1,8
6852,Tpot,1,Gurgaon,"Plot 241, Smile Group, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.085902,28.509468,Cafe,400,Indian Rupees(Rs.),No,Yes,1,0,1
6853,Kumar Pav Bhaji Corner,1,New Delhi,"Main Road, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",77.31173314,28.66981271,Fast Food,200,Indian Rupees(Rs.),No,No,1,3.2,12
6854,Punjabi Rasoi,1,New Delhi,"CRPF Camp, Jharoda Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9622191,28.6359913,Fast Food,200,Indian Rupees(Rs.),No,No,1,0,0
6855,Anisha Restaurant,1,Gurgaon,"Shop 7, Opposite B Block Power House, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0319416,28.5033789,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,1,0,1
6856,Cafe Coffee Day - The Lounge,1,New Delhi,"Peary Lal and Sons, 42, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.22028926,28.62642941,Cafe,750,Indian Rupees(Rs.),No,No,2,3.3,81
6857,Domino's Pizza,1,Faridabad,"Ground Floor, Plot 201, Block B, Greenfield Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad",77.3001795,28.4609554,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,2,2.9,10
6858,Nawab Restaurant,1,New Delhi,"WZ 613, Raj Nagar, Palam Colony, Palam, New Delhi",Palam,"Palam, New Delhi",77.0893327,28.5851308,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,1,2.9,7
6859,Mocha,1,Chandigarh,"Ground Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh","Elante Mall, Chandigarh Industrial Area","Elante Mall, Chandigarh Industrial Area, Chandigarh",76.8008653,30.7051482,"Continental, Italian, Thai, Finger Food",1400,Indian Rupees(Rs.),No,No,3,4,428
6860,Sangam Sweets,1,Gurgaon,"Opposite H Block, Near OBC Bank, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0373642,28.5176801,"Street Food, Mithai, South Indian, North Indian, Chinese",250,Indian Rupees(Rs.),No,Yes,1,2.5,9
6861,Green Chick Chop,1,New Delhi,"A-4/17, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.27822732,28.65948063,"Raw Meats, Fast Food",350,Indian Rupees(Rs.),No,No,1,0,2
6862,Chicken Kraft,1,Noida,"Shop 39-A, Behind HDFC Bank, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38628581,28.53268571,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,1,2.9,4
6863,Fuji Japanese Restaurant,1,New Delhi,"M-41/2, Speedbird House, Middle Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22193044,28.63298369,Japanese,2000,Indian Rupees(Rs.),Yes,Yes,4,4,312
6864,Go Foodie,1,New Delhi,"L-82, Shop 2, Ground Floor, Near Gol Chakkar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2076299,28.5314946,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,2,3.3,105
6865,Bhogal Chole Bhature Wala,1,New Delhi,"Scindia House, K G Marg, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.22037341,28.62921603,Street Food,150,Indian Rupees(Rs.),No,No,1,3.8,47
6866,Kake Di Hatti,1,New Delhi,"21, D Mall, Netaji Subhash Place, New Delhi","D Mall, Netaji Subhash Place","D Mall, Netaji Subhash Place, New Delhi",77.1528346,28.6928645,North Indian,400,Indian Rupees(Rs.),No,No,1,3.5,364
6867,Madras Cafe,1,New Delhi,"Shop 4, 265 Main Road, Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2083401,28.6995605,"South Indian, Chinese",450,Indian Rupees(Rs.),No,No,1,2.7,11
6868,Threads,1,New Delhi,"253, Ground Floor, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.2113691,28.5486312,Cafe,700,Indian Rupees(Rs.),No,Yes,2,3.8,59
6869,Pitstop,1,New Delhi,"1965, Outram Lines, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2057546,28.7022489,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,2,3.3,85
6870,Kishu Di Hatti Sweets,1,Gurgaon,"53 L, New Colony Market, Sector 7, Gurgaon",Sector 7,"Sector 7, Gurgaon",77.0175244,28.4663672,Mithai,150,Indian Rupees(Rs.),No,No,1,3.6,20
6871,Soya Grill,1,New Delhi,"WZ 189, Mukherjee Park, Punjabi Market, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.1077556,28.6398962,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,1,3,4
6872,Kabab And Tadka,1,Noida,"Opposite Pathways School, Main Road, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36518085,28.5390865,North Indian,600,Indian Rupees(Rs.),No,Yes,2,2.5,36
6873,U & I,1,Faridabad,"Shop 15, Main Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",77.3056065,28.4807304,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,2,0,0
6874,Oh My!,1,Faridabad,"Shop 45, Ground floor, SLF MALL, IP Colony, Sector 30, Faridabad",Sector 30,"Sector 30, Faridabad",0,0,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,1,0,2
6875,Get Set Go,1,Noida,"2nd Floor, MSX Mall, Swarn Nagari, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.5282389,28.4580767,"North Indian, Chinese, Continental",800,Indian Rupees(Rs.),No,No,2,3.1,5
6876,Spices Affair,1,New Delhi,"G-7, LSC, Derawala Nagar, Near Pentamed Hospital, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1920352,28.698891,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,2,0,0
6877,ZazÌÁ BistrÌ« Tropical,30,Rio de Janeiro,"Rua Joana AngÌ©lica, 40, Ipanema, Rio de Janeiro",Ipanema,"Ipanema, Rio de Janeiro",-43.20520833,-22.98531944,Brazilian,170,Brazilian Real(R$),No,No,4,4.6,21
6878,Chai Point,1,Gurgaon,"K-5, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0888677,28.4952251,"Tea, Fast Food",200,Indian Rupees(Rs.),No,Yes,1,3.7,544
6879,Raj South Indian Food,1,New Delhi,"1/2, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25519444,28.54165,"South Indian, Chinese",250,Indian Rupees(Rs.),No,No,1,3,8
6880,Kwality Cakes and Bakes,1,Gurgaon,"Shop 56, Opposite Hope Apartments, Main Jharsa Road, Sector 15, Gurgaon",Sector 15,"Sector 15, Gurgaon",77.0381307,28.4555152,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,No,1,3.2,12
6881,Aap Ki Khatir,1,New Delhi,"G-1, LSC, Derawala Nagar, Near Pentamed Hospital, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1918129,28.6988557,North Indian,400,Indian Rupees(Rs.),No,No,1,0,0
6882,Food Express,1,Noida,"C-94, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.33208809,28.58894661,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,2,0,2
6883,Sindhi Chicken,1,New Delhi,"Babu Market, Fauna Chowk, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2316689,28.6573856,North Indian,400,Indian Rupees(Rs.),No,No,1,2.9,7
6884,Coco Bambu,30,BrasÌ_lia,"SCES, Trecho 2, Conjunto 13/36, Setor de Clubes Esportivos Sul, BrasÌ_lia",Setor De Clubes Esportivos Sul,"Setor De Clubes Esportivos Sul, BrasÌ_lia",-47.8685,-15.819,International,230,Brazilian Real(R$),No,No,4,4.9,30
6885,Sardar A Pure Meat Shop,1,New Delhi,"E-46, Main Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi",0,0,"Raw Meats, Fast Food, North Indian",150,Indian Rupees(Rs.),No,No,1,0,0
6886,Shake Shack,215,London,"24 Market Building, The Piazza, Covent Garden, London WC2E 8RD","Tavistock Court, Covent Garden","Tavistock Court, Covent Garden, London",-0.12262,51.511682,"American, Burger",30,Pounds(å£),No,No,2,4.1,473
6887,Kwality Wall's Swirl's,1,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida, Noida",77.3665825,28.6123732,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,1,0,0
6888,My Plate,1,Gurgaon,"Plot 243, 1st Floor, SP Infocity, Phase 1, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.086215,28.5130313,North Indian,200,Indian Rupees(Rs.),No,No,1,3.1,6
6889,North East Castle,1,New Delhi,"Shop 7, Capital Court, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1759362,28.5550022,Cafe,500,Indian Rupees(Rs.),No,No,2,2.9,4
6890,Wok On Fire,1,Vadodara,"1, Olive Complex, Opposite ABS Tower, B/S ICICI Wealth Bank, Old Padra Road, Diwalipura, Diwalipura, Vadodara",Diwalipura,"Diwalipura, Vadodara",0,0,"Thai, Chinese, Asian",800,Indian Rupees(Rs.),No,No,3,3.8,107
6891,Lotes Bakes,1,New Delhi,"Shop 55, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.2427407,28.5753441,Bakery,300,Indian Rupees(Rs.),No,Yes,1,0,0
6892,Chicago Pizza,1,New Delhi,"G-41, Agarwal Millenium Tower 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1497297,28.6937883,"Fast Food, Italian, Pizza",500,Indian Rupees(Rs.),No,Yes,2,3.4,42
6893,Green Vally Chiiness Food,1,Noida,"Near Kanchenjunga Market, Sector 61, Noida",Sector 61,"Sector 61, Noida",77.362366,28.59566,Chinese,300,Indian Rupees(Rs.),No,No,1,0,3
6894,Da pizzeria,1,Bhopal,"177, Zone 2, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,"Maharana Pratap Nagar, Bhopal",0,0,"Pizza, Italian, Fast Food",500,Indian Rupees(Rs.),No,No,2,3.6,111
6895,Bismillah Hotel,1,New Delhi,"Masjid Wali Gali, Zakir Nagar, New Delhi",Zakir Nagar,"Zakir Nagar, New Delhi",77.28432264,28.56542779,Fast Food,150,Indian Rupees(Rs.),No,No,1,0,1
6896,Hot Pot,1,New Delhi,"DTC Bus Pass Section, Timarpur Chowk, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2213398,28.7008282,Chinese,150,Indian Rupees(Rs.),No,No,1,0,0
6897,Onokabe,94,Tangerang,"Alam Sutera Town Center, Jl. Alam Utama, Serpong, Tangerang","Alam Sutera Town Center, Serpong Utara","Alam Sutera Town Center, Serpong Utara, Tangerang",106.652688,-6.241792,Indonesian,300000,Indonesian Rupiah(IDR),No,No,3,3.7,155
6898,L'Opera,1,Gurgaon,"Two Horizon Center, Golf Course Road, Gurgaon","Two Horizon Center, Golf Course Road","Two Horizon Center, Golf Course Road, Gurgaon",77.0958365,28.4512929,"Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,Yes,1,3.7,16
6899,Metro Bar & Family Restaurant,1,New Delhi,"Pillar 13, Panchkuian Road, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.2093928,28.6387755,"North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,3,0,2
6900,Sona,1,New Delhi,"53-54, 1st Floor, Goverdhan House, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.251606,28.5483354,"North Indian, South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,1,3.4,29
6901,Olive Bistro,1,Gurgaon,"Shop 101, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0878786,28.4945922,"Mediterranean, Italian, European",2000,Indian Rupees(Rs.),Yes,No,4,3.9,1490
6902,Giani,1,Faridabad,"125, Near Gurudwara, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3216428,28.3951385,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,1,3.6,70
6903,Bun Intended,1,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,"DLF Phase 4, Gurgaon",77.08301514,28.46624793,"Burger, American, Fast Food",850,Indian Rupees(Rs.),No,Yes,2,4.2,93
6904,Bamboo House,1,Gurgaon,"Shop 97, HUDA Market, Sector 46, Near Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",77.0593066,28.4351572,"Chinese, Thai",550,Indian Rupees(Rs.),No,Yes,2,3.4,64
6905,Dunkin' Donuts,1,Ghaziabad,"19 & 50, Level 2, Shipra Mall, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.37019444,28.634175,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,2,3.6,252
6906,Just In,1,New Delhi,"G-103, Vardhaman Mall, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2190942,28.7094798,North Indian,200,Indian Rupees(Rs.),No,No,1,0,0
6907,Daawat-e-Mehak,1,New Delhi,"Shop 5, Main Market, Kilokari, Near Jeevan Nagar, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.262305,28.5764607,"North Indian, Mughlai, Chinese",350,Indian Rupees(Rs.),No,No,1,0,0
6908,145 Kala Ghoda,1,Mumbai,"145, Kala Ghoda, Fort, Mumbai",Fort,"Fort, Mumbai",72.83258457,18.92758399,"Fast Food, Beverages, Desserts",1500,Indian Rupees(Rs.),No,No,3,4.2,1606
6909,Just Cakez,1,New Delhi,"2/76, Sir Ganga Ram Road, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1843844,28.6361574,Bakery,500,Indian Rupees(Rs.),No,Yes,2,3.2,6
6910,Shri Ram Bhojnalaya,1,Gurgaon,"Shop 6, Vohra Market, South City 2, Gurgaon",South City 2,"South City 2, Gurgaon",77.078993,28.4346629,North Indian,150,Indian Rupees(Rs.),No,No,1,0,0
6911,FreshMenu,1,Gurgaon,"MG Road, Gurgaon",MG Road,"MG Road, Gurgaon",77.0820362,28.4800592,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,Indian Rupees(Rs.),No,Yes,2,3.7,198
6912,Wrapss,1,New Delhi,"Near City Hospital, Pusa Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.1905267,28.6435122,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,Yes,1,3.5,214
6913,Bistro 365,1,Noida,"N.P Plaza, Main Dadri Road, Agghapur, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.36045983,28.56136235,"Cafe, North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,2,3.7,27
6914,Green Chick Chop,1,New Delhi,"Khasara Number 580, Sultanpur, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.164633,28.4932439,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,1,0,0
6915,China King,1,New Delhi,"Opposite B-6 Market, Deer Park, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19658758,28.55887489,Chinese,500,Indian Rupees(Rs.),No,No,2,3.1,8
6916,Najmat Lahore Restaurant,214,Sharjah,"Near Sharjah Animal Market, Al Mina Road, Al Mareija, Sharjah",Al Mareija,"Al Mareija, Sharjah",55.38215585,25.35508316,"Pakistani, Indian, Mughlai",80,Emirati Diram(AED),No,Yes,3,4.2,504
